1100YAMAHA  	Last_Change_Date  	07/18/2018
6V350*      	Last_Change_Date  	05/09/1988
6V350A      	Last_Change_Date  	03/22/1983
6V350B      	Last_Change_Date  	03/22/1983
6V4178*     	Last_Change_Date  	05/09/1988
6V4178B3    	Last_Change_Date  	03/22/1983
6V4178B31   	Last_Change_Date  	03/22/1983
6V4178B32   	Last_Change_Date  	03/22/1983
6V4178B33   	Last_Change_Date  	03/22/1983
6V4200*     	Last_Change_Date  	05/09/1988
6V4200C32   	Last_Change_Date  	03/22/1983
6V4200C33   	Last_Change_Date  	03/22/1983
6V6245B16F  	Last_Change_Date  	03/22/1983
6VS335*     	Last_Change_Date  	05/09/1988
6VS335A     	Last_Change_Date  	03/22/1983
6VS335A1    	Last_Change_Date  	03/22/1983
6VS335B     	Last_Change_Date  	03/22/1983
6VS335B1    	Last_Change_Date  	03/22/1983
702C9GC1    	Last_Change_Date  	05/09/1988
702C9GC2    	Last_Change_Date  	05/09/1988
702C9GC3    	Last_Change_Date  	05/09/1988
702C9GC4    	Last_Change_Date  	05/09/1988
702C9GC5    	Last_Change_Date  	05/09/1988
702C9GC6    	Last_Change_Date  	05/09/1988
704C9GC1    	Last_Change_Date  	05/09/1988
704C9GC2    	Last_Change_Date  	05/09/1988
704C9GC3    	Last_Change_Date  	05/09/1988
704C9GC4    	Last_Change_Date  	05/09/1988
704C9GC5    	Last_Change_Date  	05/09/1988
718C9GB1    	Last_Change_Date  	05/09/1988
728C9GC1    	Last_Change_Date  	05/09/1988
728C9GC2    	Last_Change_Date  	05/09/1988
728C9GC3    	Last_Change_Date  	05/09/1988
728C9GC4    	Last_Change_Date  	05/09/1988
728C9GC5    	Last_Change_Date  	05/09/1988
728C9GC6    	Last_Change_Date  	05/09/1988
730C9GC1    	Last_Change_Date  	05/09/1988
730C9GD1    	Last_Change_Date  	05/09/1988
730C9GD2    	Last_Change_Date  	05/09/1988
730C9GD3    	Last_Change_Date  	05/09/1988
730C9GD4    	Last_Change_Date  	05/09/1988
730C9GD5    	Last_Change_Date  	05/09/1988
730C9GD6    	Last_Change_Date  	05/09/1988
731C9GC1    	Last_Change_Date  	05/09/1988
731C9GC2    	Last_Change_Date  	05/09/1988
736C9HD1    	Last_Change_Date  	05/09/1988
736C9HD2    	Last_Change_Date  	05/09/1988
736C9HD3    	Last_Change_Date  	05/09/1988
736C9HD4    	Last_Change_Date  	05/09/1988
737C9HD1    	Last_Change_Date  	05/09/1988
737C9HD2    	Last_Change_Date  	05/09/1988
737C9HD3    	Last_Change_Date  	05/09/1988
737C9HD4    	Last_Change_Date  	05/09/1988
739C18BA3   	Last_Change_Date  	03/22/1983
740C9HD1    	Last_Change_Date  	05/09/1988
740C9HD2    	Last_Change_Date  	05/09/1988
742C14BB1   	Last_Change_Date  	05/09/1988
742C14BB2   	Last_Change_Date  	05/09/1988
742C14BB3   	Last_Change_Date  	05/09/1988
745C18BA3   	Last_Change_Date  	03/22/1983
745C18BA4   	Last_Change_Date  	03/22/1983
749C18BD1   	Last_Change_Date  	03/22/1983
749C18BD3   	Last_Change_Date  	03/22/1983
7SERIES     	Last_Change_Date  	11/21/2007
955C9HE1    	Last_Change_Date  	05/09/1988
955C9HE2    	Last_Change_Date  	05/09/1988
956C18CA1   	Last_Change_Date  	03/22/1983
959C9HE1    	Last_Change_Date  	05/09/1988
959C9HE2    	Last_Change_Date  	05/09/1988
960C9HE1    	Last_Change_Date  	05/09/1988
960C9HE2    	Last_Change_Date  	05/09/1988
961C9HE1    	Last_Change_Date  	05/09/1988
961C9HE2    	Last_Change_Date  	05/09/1988
962C9HE1    	Last_Change_Date  	05/09/1988
962C9HE2    	Last_Change_Date  	05/09/1988
963C9HE1    	Last_Change_Date  	05/09/1988
963C9HE2    	Last_Change_Date  	05/09/1988
967C9HE2    	Last_Change_Date  	05/09/1988
968C9HE1    	Last_Change_Date  	05/09/1988
968C9HE2    	Last_Change_Date  	05/09/1988
969C9HE1    	Last_Change_Date  	05/09/1988
969C9HE2    	Last_Change_Date  	05/09/1988
972TC18DA*  	Last_Change_Date  	11/13/2002
972TC18DA1  	Last_Change_Date  	03/22/1983
972TC18DA2  	Last_Change_Date  	03/22/1983
972TC18DA3  	Last_Change_Date  	03/22/1983
972TC18DA4  	Last_Change_Date  	03/22/1983
975C18CB1   	Last_Change_Date  	03/22/1983
977C9HD1    	Last_Change_Date  	05/09/1988
977C9HD2    	Last_Change_Date  	05/09/1988
977C9HD3    	Last_Change_Date  	05/09/1988
981TC18EA1  	Last_Change_Date  	03/22/1983
982C9HE1    	Last_Change_Date  	05/09/1988
982C9HE2    	Last_Change_Date  	05/09/1988
982C9HE3    	Last_Change_Date  	05/09/1988
987C9HD1    	Last_Change_Date  	05/09/1988
988TC18EA1  	Last_Change_Date  	03/22/1983
988TC18EA2  	Last_Change_Date  	03/22/1983
988TC18EA3  	Last_Change_Date  	03/22/1983
988TC18EA4  	Last_Change_Date  	03/22/1983
988TC18EA5  	Last_Change_Date  	03/22/1983
988TC18EA6  	Last_Change_Date  	03/22/1983
989C9HD1    	Last_Change_Date  	05/09/1988
989C9HE1    	Last_Change_Date  	05/09/1988
989C9HE2    	Last_Change_Date  	05/09/1988
A404        	Last_Change_Date  	03/22/1983
A405        	Last_Change_Date  	03/22/1983
A501        	Last_Change_Date  	03/22/1983
A502        	Last_Change_Date  	03/22/1983
A503        	Last_Change_Date  	03/22/1983
A504        	Last_Change_Date  	03/22/1983
A505        	Last_Change_Date  	03/22/1983
A506        	Last_Change_Date  	03/22/1983
A507        	Last_Change_Date  	03/22/1983
A508        	Last_Change_Date  	03/22/1983
A509        	Last_Change_Date  	03/22/1983
A65*        	Last_Change_Date  	04/28/1988
A651        	Last_Change_Date  	03/22/1983
A6512       	Last_Change_Date  	03/22/1983
A6514       	Last_Change_Date  	03/22/1983
A653        	Last_Change_Date  	03/22/1983
A656        	Last_Change_Date  	03/22/1983
A656J       	Last_Change_Date  	03/22/1983
A657        	Last_Change_Date  	03/22/1983
A658        	Last_Change_Date  	03/22/1983
A658F       	Last_Change_Date  	03/22/1983
A658FJ      	Last_Change_Date  	03/22/1983
A658J       	Last_Change_Date  	03/22/1983
A659        	Last_Change_Date  	03/22/1983
A659F       	Last_Change_Date  	03/22/1983
A659FJ      	Last_Change_Date  	03/22/1983
A659J       	Last_Change_Date  	03/22/1983
A75*        	Last_Change_Date  	04/28/1988
A756        	Last_Change_Date  	03/22/1983
A758        	Last_Change_Date  	03/22/1983
A758F       	Last_Change_Date  	03/22/1983
A758FJ      	Last_Change_Date  	03/22/1983
A758J       	Last_Change_Date  	03/22/1983
A759        	Last_Change_Date  	03/22/1983
A759J       	Last_Change_Date  	03/22/1983
A80*        	Last_Change_Date  	04/28/1988
A806J       	Last_Change_Date  	03/22/1983
A808        	Last_Change_Date  	03/22/1983
A808J       	Last_Change_Date  	03/22/1983
A809        	Last_Change_Date  	03/22/1983
A809J       	Last_Change_Date  	03/22/1983
AE2100A     	Last_Change_Date  	09/27/2018
AE2100C     	Last_Change_Date  	09/27/2018
AE2100D2    	Last_Change_Date  	09/27/2018
AE2100D2A   	Last_Change_Date  	09/27/2018
AE2100D3    	Last_Change_Date  	09/27/2018
AE2100J     	Last_Change_Date  	09/27/2018
AE2100P     	Last_Change_Date  	09/27/2018
AE3007A     	Last_Change_Date  	07/01/2008
AE3007A1    	Last_Change_Date  	07/01/2008
AE3007A11   	Last_Change_Date  	07/01/2008
AE3007A12   	Last_Change_Date  	07/01/2008
AE3007A13   	Last_Change_Date  	07/01/2008
AE3007A1E   	Last_Change_Date  	07/01/2008
AE3007A1P   	Last_Change_Date  	07/01/2008
AE3007A3    	Last_Change_Date  	07/01/2008
AE3007C     	Last_Change_Date  	07/01/2008
AE3007C1    	Last_Change_Date  	07/01/2008
AEIO320E1B  	Last_Change_Date  	04/28/1988
AEIO320E2B  	Last_Change_Date  	04/28/1988
AEIO360*    	Last_Change_Date  	07/27/2000
AEIO360A1A  	Last_Change_Date  	04/28/1988
AEIO360A1B6 	Last_Change_Date  	08/15/1996
AEIO360A1E  	Last_Change_Date  	04/28/1988
AEIO360B1F6 	Last_Change_Date  	04/28/1988
AEIO360B1G6 	Last_Change_Date  	04/28/1988
AEIO360B1H  	Last_Change_Date  	05/07/2003
AEIO360B2F  	Last_Change_Date  	04/28/1988
AEIO360B4A  	Last_Change_Date  	04/28/1988
AEIO360H1A  	Last_Change_Date  	04/28/1988
AEIO360H1B  	Last_Change_Date  	09/26/2008
AEIO390A1A6 	Last_Change_Date  	08/08/2014
AEIO390A1B6 	Last_Change_Date  	08/08/2014
AEIO390A3A6 	Last_Change_Date  	08/08/2014
AEIO390A3B6 	Last_Change_Date  	08/08/2014
AEIO540*    	Last_Change_Date  	03/18/2004
AEIO540D4A5 	Last_Change_Date  	04/28/1988
AEIO540D4D5 	Last_Change_Date  	06/20/2002
AEIO540L1B5 	Last_Change_Date  	04/28/1988
AEROVEE2.1  	Last_Change_Date  	09/22/2008
AI25TL      	Last_Change_Date  	05/09/2000
AIO360A1A   	Last_Change_Date  	04/28/1988
AIO360A1B   	Last_Change_Date  	04/28/1988
AIO360A2A   	Last_Change_Date  	04/28/1988
AIO360A2B   	Last_Change_Date  	04/28/1988
AIO360B1B   	Last_Change_Date  	04/28/1988
AL5512      	Last_Change_Date  	08/30/1983
ALF502*     	Last_Change_Date  	04/28/1988
ALF502H     	Last_Change_Date  	04/28/1988
ALF502L     	Last_Change_Date  	04/28/1988
ALF502L2    	Last_Change_Date  	04/28/1988
ALF502L2C   	Last_Change_Date  	08/30/2001
ALF502R     	Last_Change_Date  	04/28/1988
ALF502R3    	Last_Change_Date  	04/28/1988
ALF502R3A   	Last_Change_Date  	02/27/1985
ALF502R4    	Last_Change_Date  	02/27/1985
ALF502R5    	Last_Change_Date  	02/27/1985
ALF520*     	Last_Change_Date  	08/10/1994
ARRI        	Last_Change_Date  	02/03/2000
ARRIEL1     	Last_Change_Date  	03/22/1983
ARRIEL1A    	Last_Change_Date  	03/22/1983
ARRIEL1A1   	Last_Change_Date  	03/22/1983
ARRIEL1A2   	Last_Change_Date  	03/22/1983
ARRIEL1B    	Last_Change_Date  	03/22/1983
ARRIEL1B2   	Last_Change_Date  	03/22/1983
ARRIEL1C    	Last_Change_Date  	04/25/1983
ARRIEL1D    	Last_Change_Date  	06/15/2007
ARRIEL1D1   	Last_Change_Date  	06/15/2007
ARRIEL1E    	Last_Change_Date  	06/15/2007
ARRIEL1E2   	Last_Change_Date  	11/14/2008
ARRIEL1K1   	Last_Change_Date  	06/01/1999
ARRIEL1S    	Last_Change_Date  	11/30/1994
ARRIEL1S1   	Last_Change_Date  	02/16/1993
ARRIEL2B    	Last_Change_Date  	06/15/2007
ARRIEL2B1   	Last_Change_Date  	06/15/2007
ARRIEL2C    	Last_Change_Date  	06/15/2007
ARRIEL2C1   	Last_Change_Date  	06/15/2007
ARRIEL2C2   	Last_Change_Date  	06/15/2007
ARRIEL2D    	Last_Change_Date  	07/03/2014
ARRIEL2S1   	Last_Change_Date  	06/15/2007
ARRIEL2S2   	Last_Change_Date  	06/15/2007
ARRIU2F     	Last_Change_Date  	02/03/2000
ARRIUS1A    	Last_Change_Date  	12/18/2002
ARRIUS2B1   	Last_Change_Date  	12/18/2002
ARRIUS2B1A  	Last_Change_Date  	12/18/2002
ARRIUS2B2   	Last_Change_Date  	09/19/2008
ARRIUS2F    	Last_Change_Date  	04/23/2007
ARRIUS2K1   	Last_Change_Date  	12/18/2002
ARTOUSTE2B1 	Last_Change_Date  	03/22/1983
ARTOUSTE2C  	Last_Change_Date  	03/22/1983
ARTOUSTE2C1 	Last_Change_Date  	03/22/1983
ARTOUSTE2C2 	Last_Change_Date  	03/22/1983
ARTOUSTE2C5 	Last_Change_Date  	03/22/1983
ARTOUSTE2C6 	Last_Change_Date  	03/22/1983
ARTOUSTE3B  	Last_Change_Date  	03/22/1983
ARTOUSTE3D  	Last_Change_Date  	03/22/1983
AS90711A    	Last_Change_Date  	07/20/2006
AS90721A    	Last_Change_Date  	09/19/2017
AS90721G    	Last_Change_Date  	09/19/2017
AS90721S    	Last_Change_Date  	09/19/2017
AS90731E    	Last_Change_Date  	09/19/2017
ASTAZOU12H1 	Last_Change_Date  	03/22/1983
ASTAZOU14B  	Last_Change_Date  	03/22/1983
ASTAZOU14C  	Last_Change_Date  	03/22/1983
ASTAZOU14C1 	Last_Change_Date  	03/22/1983
ASTAZOU14H  	Last_Change_Date  	03/22/1983
ASTAZOU16C1 	Last_Change_Date  	03/22/1983
ASTAZOU16F  	Last_Change_Date  	03/22/1983
ASTAZOU16F1 	Last_Change_Date  	03/22/1983
ASTAZOU18A  	Last_Change_Date  	04/28/1988
ASTAZOU2A   	Last_Change_Date  	03/22/1983
ASTAZOU2C   	Last_Change_Date  	03/22/1983
ASTAZOU2D   	Last_Change_Date  	03/22/1983
ASTAZOU2E   	Last_Change_Date  	03/22/1983
ASTAZOU2G   	Last_Change_Date  	03/22/1983
ASTAZOU2J   	Last_Change_Date  	03/22/1983
ASTAZOU2K   	Last_Change_Date  	03/22/1983
ASTAZOU3A   	Last_Change_Date  	03/22/1983
ASZ621R16   	Last_Change_Date  	12/11/2000
ASZ62IRM18  	Last_Change_Date  	01/20/1998
ATF3*       	Last_Change_Date  	03/20/1985
ATF36       	Last_Change_Date  	03/20/1985
ATF36A      	Last_Change_Date  	03/20/1985
ATF36A3     	Last_Change_Date  	03/20/1985
ATF36A4     	Last_Change_Date  	03/20/1985
AVON522     	Last_Change_Date  	03/22/1983
AVON524B    	Last_Change_Date  	03/22/1983
AVON525B    	Last_Change_Date  	04/28/1988
AVON526     	Last_Change_Date  	03/22/1983
AVON527     	Last_Change_Date  	03/22/1983
AVON531     	Last_Change_Date  	03/22/1983
AVON532R    	Last_Change_Date  	03/22/1983
AVON533*    	Last_Change_Date  	04/26/1988
AVON533R    	Last_Change_Date  	03/22/1983
AVON533R11A 	Last_Change_Date  	03/22/1983
AVONMK122   	Last_Change_Date  	12/04/2001
AVONRM6C    	Last_Change_Date  	06/12/2001
AWASP       	Last_Change_Date  	04/28/1988
B4          		Last_Change_Date  	03/22/1983
B48MGA018   	Last_Change_Date  	04/28/1988
B5          		Last_Change_Date  	03/22/1983
BASTAN6C1   	Last_Change_Date  	03/22/1983
BMWR100     	Last_Change_Date  	02/19/2002
BR700710A110	Last_Change_Date  	02/20/2009
BR700710A220	Last_Change_Date  	02/20/2009
BR700710C411	Last_Change_Date  	02/20/2009
BR700715A130	Last_Change_Date  	02/20/2009
BR700715B130	Last_Change_Date  	02/20/2009
BR700715C130	Last_Change_Date  	02/20/2009
BUICKV8     	Last_Change_Date  	04/28/1988
BWASP       	Last_Change_Date  	04/28/1988
BWMR100     	Last_Change_Date  	02/13/2002
C1          		Last_Change_Date  	04/28/1988
C125        	Last_Change_Date  	03/22/1983
C125*       	Last_Change_Date  	04/28/1988
C1251       	Last_Change_Date  	03/22/1983
C1252       	Last_Change_Date  	03/22/1983
C145*       	Last_Change_Date  	04/28/1988
C1452       	Last_Change_Date  	03/22/1983
C1452H      	Last_Change_Date  	03/22/1983
C1452HP     	Last_Change_Date  	03/22/1983
C4          		Last_Change_Date  	03/22/1983
C65*        	Last_Change_Date  	05/28/2003
C75*        	Last_Change_Date  	04/28/1988
C7512       	Last_Change_Date  	03/22/1983
C7512B      	Last_Change_Date  	03/22/1983
C7512BF     	Last_Change_Date  	03/22/1983
C7512BFH    	Last_Change_Date  	03/22/1983
C7512F      	Last_Change_Date  	03/22/1983
C7512FH     	Last_Change_Date  	03/22/1983
C7512FHJ    	Last_Change_Date  	03/22/1983
C7512FJ     	Last_Change_Date  	03/22/1983
C7512J      	Last_Change_Date  	03/22/1983
C758        	Last_Change_Date  	03/22/1983
C85*        	Last_Change_Date  	04/28/1988
C8512       	Last_Change_Date  	03/22/1983
C8512F      	Last_Change_Date  	03/22/1983
C8512FH     	Last_Change_Date  	03/22/1983
C8512FHJ    	Last_Change_Date  	03/22/1983
C8512FJ     	Last_Change_Date  	03/22/1983
C8512J      	Last_Change_Date  	03/22/1983
C858        	Last_Change_Date  	03/22/1983
C858F       	Last_Change_Date  	03/22/1983
C858FHJ     	Last_Change_Date  	03/22/1983
C858FJ      	Last_Change_Date  	03/22/1983
C858J       	Last_Change_Date  	03/22/1983
C90*        	Last_Change_Date  	04/28/1988
C9012F      	Last_Change_Date  	03/22/1983
C9012FH     	Last_Change_Date  	03/22/1983
C9012FJ     	Last_Change_Date  	03/22/1983
C9012FP     	Last_Change_Date  	03/22/1983
C9014F      	Last_Change_Date  	03/22/1983
C9014FH     	Last_Change_Date  	03/22/1983
C9014FJ     	Last_Change_Date  	03/22/1983
C9016F      	Last_Change_Date  	03/22/1983
C908F       	Last_Change_Date  	03/22/1983
C908FJ      	Last_Change_Date  	03/22/1983
CA15        	Last_Change_Date  	04/28/1988
CA17        	Last_Change_Date  	04/28/1988
CA18        	Last_Change_Date  	04/28/1988
CA19        	Last_Change_Date  	04/28/1988
CA3         	Last_Change_Date  	04/28/1988
CA5         	Last_Change_Date  	04/28/1988
CAE85       	Last_Change_Date  	04/28/1988
CB16        	Last_Change_Date  	04/28/1988
CB17        	Last_Change_Date  	04/28/1988
CB3         	Last_Change_Date  	04/28/1988
CB4         	Last_Change_Date  	04/28/1988
CD          	Last_Change_Date  	04/28/1988
CF34*       	Last_Change_Date  	11/27/2007
CF3410E5    	Last_Change_Date  	11/26/2007
CF3410E5A1  	Last_Change_Date  	11/26/2007
CF3410E6    	Last_Change_Date  	11/26/2007
CF3410E6A1  	Last_Change_Date  	11/26/2007
CF341A      	Last_Change_Date  	11/26/2007
CF343A      	Last_Change_Date  	11/26/2007
CF343A1     	Last_Change_Date  	11/26/2007
CF343A2     	Last_Change_Date  	11/26/2007
CF343B      	Last_Change_Date  	11/26/2007
CF343B1     	Last_Change_Date  	11/26/2007
CF348C1     	Last_Change_Date  	11/27/2007
CF348C5     	Last_Change_Date  	11/26/2007
CF348C5A1   	Last_Change_Date  	11/26/2007
CF348C5A2   	Last_Change_Date  	11/27/2007
CF348C5A3   	Last_Change_Date  	11/26/2007
CF348C5B1   	Last_Change_Date  	11/26/2007
CF348D1     	Last_Change_Date  	11/26/2007
CF348D3     	Last_Change_Date  	11/26/2007
CF348D5     	Last_Change_Date  	11/26/2007
CF348D6     	Last_Change_Date  	11/26/2007
CF348E2     	Last_Change_Date  	11/26/2007
CF348E2A1   	Last_Change_Date  	11/26/2007
CF348E5     	Last_Change_Date  	11/26/2007
CF348E5A1   	Last_Change_Date  	11/26/2007
CF348E5A2   	Last_Change_Date  	11/26/2007
CF348E6     	Last_Change_Date  	11/26/2007
CF348E6A1   	Last_Change_Date  	11/26/2007
CF420       	Last_Change_Date  	03/07/2008
CF420T      	Last_Change_Date  	03/07/2008
CF420TO     	Last_Change_Date  	03/07/2008
CF6*        	Last_Change_Date  	04/28/1988
CF633       	Last_Change_Date  	03/07/2008
CF633T      	Last_Change_Date  	03/07/2008
CF633THO    	Last_Change_Date  	03/07/2008
CF633THOG2  	Last_Change_Date  	03/07/2008
CF645A      	Last_Change_Date  	03/22/1983
CF645A2     	Last_Change_Date  	03/22/1983
CF645B      	Last_Change_Date  	03/22/1983
CF645B2     	Last_Change_Date  	03/22/1983
CF650*      	Last_Change_Date  	04/28/1988
CF650A      	Last_Change_Date  	04/28/1988
CF650C      	Last_Change_Date  	04/28/1988
CF650C1     	Last_Change_Date  	04/28/1988
CF650C2     	Last_Change_Date  	04/28/1988
CF650C2B    	Last_Change_Date  	04/28/1988
CF650CA     	Last_Change_Date  	04/28/1988
CF650D      	Last_Change_Date  	04/28/1988
CF650E      	Last_Change_Date  	04/28/1988
CF650E1     	Last_Change_Date  	04/28/1988
CF650E2     	Last_Change_Date  	04/28/1988
CF650E2B    	Last_Change_Date  	04/28/1988
CF650H      	Last_Change_Date  	04/28/1988
CF66D       	Last_Change_Date  	03/22/1983
CF66D1      	Last_Change_Date  	03/22/1983
CF66D1A     	Last_Change_Date  	04/28/1988
CF66H       	Last_Change_Date  	03/22/1983
CF66K       	Last_Change_Date  	06/21/1985
CF66K2      	Last_Change_Date  	08/24/1992
CF680       	Last_Change_Date  	10/19/1999
CF680A      	Last_Change_Date  	04/28/1988
CF680A1     	Last_Change_Date  	08/11/2009
CF680A2     	Last_Change_Date  	04/10/1996
CF680A3     	Last_Change_Date  	09/22/1999
CF680C      	Last_Change_Date  	11/16/1993
CF680C2*    	Last_Change_Date  	08/21/1992
CF680C2A1   	Last_Change_Date  	08/11/2009
